Username,Score,At,Content,Aplikator
Pengguna Google,5,2024-09-07 08:57:18,Mantap aplikasi bisa membantuðŸ˜,Aku Laku
Pengguna Google,5,2024-09-07 08:56:09,"Kenapa gk bisa pinjam lagi, padahal bayar nya suka tempat waktu",Aku Laku
Pengguna Google,5,2024-09-07 08:54:51,Baguss,Aku Laku
Pengguna Google,1,2024-09-07 08:54:25,"tiap pengajuan pinjaman selalu gagal, limit tidak sesuai, tolong jangan menyalah gunakan data saya.",Aku Laku
Pengguna Google,5,2024-09-07 08:45:17,Aplikasi belanja online dan pinjaman yang terbaik ðŸ‘ðŸ‘,Aku Laku
Pengguna Google,5,2024-09-07 08:41:30,Terbaiklah,Aku Laku
Pengguna Google,5,2024-09-07 08:41:23,"Akulaku sangat bagus sekali ,tapi sayang kenapa paylater saya tidak bisa di gunakan lagi padahal saya tidak punya tunggakan",Aku Laku
Pengguna Google,1,2024-09-07 08:40:35,Janga downlod apk ini..peniph,Aku Laku
Pengguna Google,5,2024-09-07 08:39:01,Mudah dan cepat,Aku Laku
Pengguna Google,1,2024-09-07 08:38:06,Dulu bisa di pakai sekarang tiba tiba gk bisa kog aneh akulaku ini,Aku Laku
Pengguna Google,5,2024-09-07 08:36:34,Sangat membantu sekali. Top markotop,Aku Laku
Pengguna Google,5,2024-09-07 08:35:41,Sip banget,Aku Laku
Pengguna Google,5,2024-09-07 08:34:15,Mantap jiwa,Aku Laku
Pengguna Google,1,2024-09-07 08:32:25,"Jelek pinjaman ditolak, tidak ada solusi!",Aku Laku
Pengguna Google,5,2024-09-07 08:31:22,Terbaik,Aku Laku
Pengguna Google,5,2024-09-07 08:28:18,Pengiriman barang cepat dan seler nya juga ramah itsti bets akulaku,Aku Laku
Pengguna Google,5,2024-09-07 08:25:28,Lumayan rekomen aplikasi akulaku semoga aja bisa konsisten dengan kecepatan dan ketepatannya dan bisa membantu jikalau ada kebutuhan mendesak,Aku Laku
Pengguna Google,5,2024-09-07 08:15:35,Terbaik,Aku Laku
Pengguna Google,1,2024-09-07 08:10:55,"Ini paylater saya ada limitnya, tapi gak bsa dipake",Aku Laku
Pengguna Google,5,2024-09-07 08:08:35,Akulaku memang toop sangat membantu & bisa di andalkan mohon untuk di bantu agar bisa dapat limited ðŸ™ seperti orang2 lain ny sukses selalu akulaku ðŸ’¯ðŸ‘ŒðŸ‘ðŸ‘ðŸ‘ðŸ‘,Aku Laku
Pengguna Google,5,2024-09-07 08:08:34,Aku laku sangat membantu,Aku Laku
Pengguna Google,5,2024-09-07 08:07:56,"Setalah pinjaman saya lunas sebelum jatuh tempo. Limit saya ada tapi gk bisa pinjam lagi. LBH baik saya uninstall aplikasi Akulaku.karena tidak bisa,minjam lagi",Aku Laku
Pengguna Google,5,2024-09-07 08:02:13,Cukup bagus,Aku Laku
Pengguna Google,1,2024-09-07 08:02:03,Ada limit tp gk bisa di pake percuma,Aku Laku
Pengguna Google,1,2024-09-07 07:50:58,Pengajuan gagal terus,Aku Laku
Pengguna Google,2,2024-09-07 07:48:45,kecewa dengan akulaku bru daftar dpt limit 200 ribu mn gk bs di tarik ngajuh in spaylater juga gk bs padahl data saya bgs huh paya,Aku Laku
Pengguna Google,5,2024-09-07 07:48:07,Keren mah pokoknya,Aku Laku
Pengguna Google,5,2024-09-07 07:45:22,Baik sekali,Aku Laku
Pengguna Google,1,2024-09-07 07:44:00,Aneh tidak. Bisa terus pake playlater padahal ga ada riwayat jelek auto uninstall,Aku Laku
Pengguna Google,5,2024-09-07 07:35:30,Mudah digunakan untuk bayar listrik bayar wifi beli pulsa kalok buat beli barang jangan dicoba,Aku Laku
Pengguna Google,5,2024-09-07 07:25:45,sangat membantu....mantap akulaku..semoga sukses selalu,Aku Laku
Pengguna Google,5,2024-09-07 07:19:37,Sangat memuaskan,Aku Laku
Pengguna Google,5,2024-09-07 07:18:02,Sangat membantu...,Aku Laku
Pengguna Google,5,2024-09-07 07:17:50,The best untuk produk nya,Aku Laku
Pengguna Google,5,2024-09-07 07:14:39,Keren,Aku Laku
Pengguna Google,4,2024-09-07 07:08:28,Cukup membantu,Aku Laku
Pengguna Google,5,2024-09-07 07:06:56,Sangat membantu,Aku Laku
Pengguna Google,5,2024-09-07 07:05:20,Mantap q,Aku Laku
Pengguna Google,1,2024-09-07 07:03:43,Akulaku bisa ga jangan jadi aplikasi gila teror!!! Ini hutangku bulan September knpa bisa di kalikan 2 ke bulan Agustus padahal aku udah lunas di bulan Agustus!! Malah males bgt buat bayar jadinya!!,Aku Laku
Pengguna Google,5,2024-09-07 06:57:40,Sangat memuaskan & Sangat membantu,Aku Laku
Pengguna Google,4,2024-09-07 06:57:21,"Hy akulaku, knpa batas waktu 2 blan trus, pembayaran pelunasan lancar tp limit waktu 2 blan trus",Aku Laku
Pengguna Google,5,2024-09-07 06:51:12,ihhh keren bangatt,Aku Laku
Pengguna Google,5,2024-09-07 06:49:53,Jos,Aku Laku
Pengguna Google,1,2024-09-07 06:49:49,saya kecewa sekali dengan aku laku ..padahal bayar angsuran selalu tepat waktu sebelum tgl selalu bayar tp kenapa paylater tidak bisa digunakan ..padahal limit banyak ..benar2 kecewa,Aku Laku
Pengguna Google,5,2024-09-07 06:47:39,Samapai saat ini masih memuaskan,Aku Laku
Pengguna Google,5,2024-09-07 06:44:34,Sangat membantu,Aku Laku
Pengguna Google,3,2024-09-07 06:43:43,semoga aplikasi akulaku ini bisa membantu. dan menjaga keamanan data data saya,Aku Laku
Pengguna Google,5,2024-09-07 06:42:00,Mantul jelas dan nggak mahal,Aku Laku
Pengguna Google,5,2024-09-07 06:41:34,"Sebelumnya kami mohon maaf atas keterlambatan pembayayaran tagihan kami,, apk ini terpercaya",Aku Laku
Pengguna Google,5,2024-09-07 06:38:13,Akulaku sangat membantu dan tdk memberatkan..,Aku Laku
Pengguna Google,5,2024-09-07 06:32:04,Trimakasih aku laku,Aku Laku
Pengguna Google,5,2024-09-07 06:31:53,Boleh kah bunganya dikit,Aku Laku
Pengguna Google,1,2024-09-07 06:29:19,Pinjaman dana Paylater tidak bisa digunakan lagi padahal ga pernah telat bayar ðŸ¤¦,Aku Laku
Pengguna Google,5,2024-09-07 06:28:00,Lumayan,Aku Laku
Pengguna Google,5,2024-09-07 06:27:46,Bisa Membantu,Aku Laku
Pengguna Google,5,2024-09-07 06:24:47,Aplikasi keren...ðŸ˜,Aku Laku
Pengguna Google,5,2024-09-07 06:21:47,Terimakasih atas pengalaman nya,Aku Laku
Pengguna Google,5,2024-09-07 06:20:58,suka sekali cepat dan bunga murah,Aku Laku
Pengguna Google,5,2024-09-07 06:19:40,Trimakasih atas bantuannya,Aku Laku
Pengguna Google,5,2024-09-07 06:16:11,mantap,Aku Laku
Pengguna Google,5,2024-09-07 06:15:42,Sangat membantu yg lagi susah,Aku Laku
Pengguna Google,2,2024-09-07 06:15:07,Begitu diterima ajukan pinjaman selang bbrp hari muncullah nomor-nomor tak dikenal menelpon dan SMS utk ajukan pinjaman di pinjol ilegal. Padahal sebelumnya tidak pernah ada pinjol menghubungi. Apa data saya di jual?,Aku Laku
Pengguna Google,5,2024-09-07 06:12:14,Langsung cair allhamdullah,Aku Laku
Pengguna Google,1,2024-09-07 06:09:39,Setelah di lunasi malah gak bisa ambil lagi,Aku Laku
Pengguna Google,5,2024-09-07 06:06:15,Sangat puas,Aku Laku
Pengguna Google,5,2024-09-07 06:03:31,ðŸ‘,Aku Laku
Pengguna Google,5,2024-09-07 05:55:28,Makasihhh,Aku Laku
Pengguna Google,5,2024-09-07 05:54:49,Baru mncoba smoga aj brhsil,Aku Laku
Pengguna Google,5,2024-09-07 05:51:35,"Terima kasih, saya sangat puas",Aku Laku
Pengguna Google,5,2024-09-07 05:50:39,"Proses cepat,no ribet,no dramaðŸ˜„ðŸ‘ðŸ‘ðŸ‘",Aku Laku
Pengguna Google,5,2024-09-07 05:49:34,Mantap,Aku Laku
Pengguna Google,5,2024-09-07 05:40:43,.. pembayaran pertama ku sudah lunas ya....smoga jadi langganan dan sukses truss...5/9/2024...tapi mengajukan kan ny lagi tak bisa..padahal limit ny pun kecil beda 100rb SMA pinjam pertama...kok sll d tolak...malah nyuruh byar tagihan.. padahal dah lunas ..hmmm,Aku Laku
Pengguna Google,5,2024-09-07 05:36:40,Akun atas nama MUHAMAD ALBI NUR ALAMSYAH tolong di setujui pinjaman nya sudah 3 tahun tidak di setujui pinjaman saya,Aku Laku
Pengguna Google,5,2024-09-07 05:32:48,Sangat membantu dalam memenuhi kebutuhan sehari-hari,Aku Laku
Pengguna Google,5,2024-09-07 05:30:36,Memuaskan,Aku Laku
Pengguna Google,5,2024-09-07 05:27:34,Proses cepat,Aku Laku
Pengguna Google,5,2024-09-07 05:26:13,Oke,Aku Laku
Pengguna Google,5,2024-09-07 05:25:02,Ok,Aku Laku
Pengguna Google,2,2024-09-07 05:24:46,Tolong akun saya ga bisa buat apaÂ²,Aku Laku
Pengguna Google,1,2024-09-07 05:23:54,"Kenapa pinjaman ku mentok di 2jtan saja, gk bisa naik apa....",Aku Laku
Pengguna Google,5,2024-09-07 05:21:35,Nyaman di pinjaman akulaku..,Aku Laku
Pengguna Google,5,2024-09-07 05:19:31,Sangat membantu,Aku Laku
Pengguna Google,5,2024-09-07 05:18:43,sangat bagus,Aku Laku
Pengguna Google,5,2024-09-07 05:14:06,Keren sih,Aku Laku
Pengguna Google,5,2024-09-07 05:10:00,Mantappp,Aku Laku
Pengguna Google,5,2024-09-07 05:09:42,Sangat puas,Aku Laku
Pengguna Google,5,2024-09-07 05:06:44,Good,Aku Laku
Pengguna Google,5,2024-09-07 05:05:14,Sangat membantu top bnget,Aku Laku
Pengguna Google,5,2024-09-07 05:02:58,Sangat mudah dan cepat,Aku Laku
Pengguna Google,5,2024-09-07 05:00:38,Sanggat terbantu jika ada barang yang ingin dipesan bayar belakangan saya aktif bayar punya tagung jawab punya hutang tetap di lunasin ðŸ¤²,Aku Laku
Pengguna Google,2,2024-09-07 04:57:16,Kara ga bisa pylater,Aku Laku
Pengguna Google,5,2024-09-07 04:55:33,Jooooosssssss,Aku Laku
Pengguna Google,4,2024-09-07 04:55:11,"Permisi buat akulaku disini saya sudah tutup akun saya, dan saya tidak mempunyai tunggakan atau pinjaman dana ke akulaku apabila data saya pribadi dan nama atas nama saya dipergunakan tidak baik atau pengajuan pinjaman lagi yang tidak jelas, saya tidak akan bertanggung jawab atas hal itu dikarenakan saya sudah tidak mempunyai hak wewenang untuk membayar lagi karena tagihan saya sudah LUNAS, sekian terimakasih ðŸ™ðŸ»",Aku Laku
Pengguna Google,5,2024-09-07 04:50:03,Kenapa limit playlater saya tidak bisa di gunakan??? Dan Kenapa pinjaman saya selalu di tolak???,Aku Laku
Pengguna Google,5,2024-09-07 04:48:48,Terpercaya...cepat dan amanah,Aku Laku
Pengguna Google,5,2024-09-07 04:45:44,Sangat menyenangkan semua penghuni di indonesia,Aku Laku
Pengguna Google,5,2024-09-07 04:45:09,Amanah,Aku Laku
Pengguna Google,5,2024-09-07 04:42:02,Masuk,Aku Laku
Pengguna Google,5,2024-09-07 04:40:49,Ok,Aku Laku
Pengguna Google,5,2024-09-07 04:38:30,ok,Aku Laku
Pengguna Google,5,2024-09-07 04:37:27,Sangat membantu,Aku Laku
Pengguna Google,5,2024-09-07 04:31:38,Assalamu'alaikum.wr.wb ko dana cicilan akulaku dah lunas makin turun aja kak bayar gak pernah telat sblm jatuh tempo dah bayar udh lunas ko jadi 6 juta paling besar dari 10 juta jadi 6 juta gak naik nilai ya udah 3 kali ambil 10 juta jadi turun 6 juta kenapa gak naik ya nilai ya,Aku Laku
Pengguna Google,5,2024-09-07 04:29:13,Bagus bisa dicicil,Aku Laku
Pengguna Google,5,2024-09-07 04:28:43,Keren,Aku Laku
Pengguna Google,1,2024-09-07 04:26:49,uninstal aja gess keknya udah bangkrut nih apk wkwk,Aku Laku
Pengguna Google,5,2024-09-07 04:26:43,Aplikasi good ðŸ‘,Aku Laku
Pengguna Google,5,2024-09-07 04:26:00,Baik,Aku Laku
Pengguna Google,1,2024-09-07 04:21:19,Tidak ada kelanjutannya setelah pelunasan,Aku Laku
Pengguna Google,5,2024-09-07 04:19:51,Bagusss,Aku Laku
Pengguna Google,4,2024-09-07 04:19:19,Knpa kok gagal mulu pakai spyleter,Aku Laku
Pengguna Google,5,2024-09-07 04:07:58,Oke,Aku Laku
Pengguna Google,5,2024-09-07 04:00:05,"Mantap , semakin maju n jaya buat AKULAKU , AKULAKU aku padamu ðŸ¥°ðŸ¥°ðŸ¥°",Aku Laku
Pengguna Google,5,2024-09-07 03:57:34,"Bagus ,cepet satset",Aku Laku
Pengguna Google,5,2024-09-07 03:57:25,Susah pinjam walaupun lancar bayar,Aku Laku
Pengguna Google,4,2024-09-07 03:55:52,"Belum mencoba,kalo puas saya kasih bintang 10",Aku Laku
Pengguna Google,1,2024-09-07 03:55:06,Bahaya ini riba bunga di bayar tp pokok terus di bungan gila bahaya riba,Aku Laku
Pengguna Google,5,2024-09-07 03:54:23,Memberikan kemudahan,Aku Laku
Pengguna Google,5,2024-09-07 03:51:36,tingkatkan terus.. Mantap...,Aku Laku
Pengguna Google,5,2024-09-07 03:50:27,Sangat puas bunga ringan,Aku Laku
Pengguna Google,5,2024-09-07 03:44:37,Amanah,Aku Laku
Pengguna Google,5,2024-09-07 03:41:16,Akulaku membantu kebutuhan mendadak,Aku Laku
Pengguna Google,5,2024-09-07 03:35:09,Sangat membantu,Aku Laku
Pengguna Google,5,2024-09-07 03:34:16,Masih ada DP mau ambil barang nya juga,Aku Laku
Pengguna Google,5,2024-09-07 03:34:08,Thanks atas pinjamannya,Aku Laku
Pengguna Google,5,2024-09-07 03:31:08,bagus,Aku Laku
Pengguna Google,5,2024-09-07 03:27:32,Sangat baik,Aku Laku
Pengguna Google,5,2024-09-07 03:26:26,"Pengajuan mudah, pembayaran juga mudah. Trima kasih aku laku",Aku Laku
Pengguna Google,5,2024-09-07 03:24:43,Aplikasi bagus jangan ragu download Semoga di ACC PengajuannyaðŸ‘â˜ºï¸â˜ºï¸â˜ºï¸â˜ºï¸â˜ºï¸,Aku Laku
Pengguna Google,5,2024-09-07 03:16:51,Sangat membantu,Aku Laku
Pengguna Google,5,2024-09-07 03:10:13,Lebih mantap lagi kedepannyaðŸ™ðŸ‘,Aku Laku
Pengguna Google,5,2024-09-07 03:08:17,Mantap,Aku Laku
Pengguna Google,5,2024-09-07 03:05:34,Langsung dapat limit cukup buat usaha,Aku Laku
Pengguna Google,5,2024-09-07 03:04:00,Mantap bro aplikasinya,Aku Laku
Pengguna Google,5,2024-09-07 03:02:10,top,Aku Laku
Pengguna Google,5,2024-09-07 03:01:52,Nice,Aku Laku
Pengguna Google,5,2024-09-07 03:01:32,Mantap,Aku Laku
Pengguna Google,5,2024-09-07 02:56:44,Sangat membantu,Aku Laku
Pengguna Google,5,2024-09-07 02:55:56,Bagus,Aku Laku
Pengguna Google,1,2024-09-07 02:53:46,"Tidak punya tunggakan,sudah lunas, pas pengajuan kembali gagal terus, tau gitu mending di galbay, aplikasi sampah",Aku Laku
Pengguna Google,5,2024-09-07 02:50:09,Terbaik,Aku Laku
Pengguna Google,5,2024-09-07 02:47:59,Hgoood,Aku Laku
Pengguna Google,5,2024-09-07 02:39:00,Emang sangat membatu,Aku Laku
Pengguna Google,5,2024-09-07 02:38:38,Mantaplah,Aku Laku
Pengguna Google,5,2024-09-07 02:37:33,Top,Aku Laku
Pengguna Google,5,2024-09-07 02:36:49,"Mudah dan cepat, nggak ribet ðŸ‘",Aku Laku
Pengguna Google,5,2024-09-07 02:32:36,Semoga beruntung,Aku Laku
Pengguna Google,2,2024-09-07 02:30:11,"Maaf saya kasih bintang 2 saja sesuai pinjaman yang saya bisa pinjam 2x saja. Karena mau mengajukan pinjaman ke-3 tidal bisa lagi & nominalnya sama dgn yg sebelumnya kirain ada peningkatan pinjaman hingga 3jt, mohon maaf.",Aku Laku
Pengguna Google,5,2024-09-07 02:29:49,Mantap,Aku Laku
Pengguna Google,5,2024-09-07 02:29:41,"Memuaskan,, trimksih akulaku",Aku Laku
Pengguna Google,1,2024-09-07 02:28:28,sangat tidak bermanfaat.,Aku Laku
Pengguna Google,5,2024-09-07 02:23:17,Bgusssss,Aku Laku
Pengguna Google,1,2024-09-07 02:17:59,Limit banyak tpi gak bisa di pake percuma bgt ðŸ˜Œ,Aku Laku
Pengguna Google,5,2024-09-07 02:16:28,Sangat membantu keuangan saya,Aku Laku
Pengguna Google,1,2024-09-07 02:15:00,"Percuma punya limit gk bisa bwt apa"" beli pulsa 5k aja gk bisa transaksi langsung ditoko limit 10jt transaksi slalu gagal bagus di awal doang ksni bukannya makin bagus mlh makin gk jls",Aku Laku
Pengguna Google,5,2024-09-07 02:13:01,Bagusss,Aku Laku
Pengguna Google,5,2024-09-07 02:11:07,Mantap,Aku Laku
Pengguna Google,5,2024-09-07 02:10:49,Makin gjls nih aplikasi mendingan shope kemna mana,Aku Laku
Pengguna Google,5,2024-09-07 02:08:34,"aneh lunas semua malah gabisa ambil lagi. akun jadi gabisa buat apa""",Aku Laku
Pengguna Google,5,2024-09-07 02:06:16,Mantap dah ok banget,Aku Laku
Pengguna Google,5,2024-09-07 02:06:15,bagus,Aku Laku
Pengguna Google,4,2024-09-07 02:06:00,Limit pinjaman cuma 300rb dan splater tidak bisa di gunakan,Aku Laku
Pengguna Google,5,2024-09-07 02:04:48,Good,Aku Laku
Pengguna Google,5,2024-09-07 02:04:27,Qris ga bisa dipake,Aku Laku
Pengguna Google,5,2024-09-07 02:03:00,Bantuan proses cepat,Aku Laku
Pengguna Google,5,2024-09-07 02:01:00,Sangat bagus,Aku Laku
Pengguna Google,5,2024-09-07 01:59:24,Terima kasih sangat membantu,Aku Laku
Pengguna Google,1,2024-09-07 01:59:18,"Katanya tingkat persetujuan 99%, tapi saya mengajukan setiap hari selalu tidak di setujui",Aku Laku
Pengguna Google,5,2024-09-07 01:56:36,"Paling aman, paling jelas",Aku Laku
Pengguna Google,5,2024-09-07 01:53:48,Anda butuh dana Akulaku solusinyaðŸ‘ðŸ‘ðŸ‘,Aku Laku
Pengguna Google,5,2024-09-07 01:50:51,sangat membantu,Aku Laku
Pengguna Google,5,2024-09-07 01:49:52,Sangat membatu,Aku Laku
Pengguna Google,5,2024-09-07 01:47:50,Kapaan aku bisa naik ke dana cicil kaak,Aku Laku
Pengguna Google,5,2024-09-07 01:46:05,Semoga bermanfaat dan semoga saya selalu berhasil,Aku Laku
Pengguna Google,5,2024-09-07 01:45:14,Semoga bunga ringan & proses mudah,Aku Laku
Pengguna Google,5,2024-09-07 01:44:35,"Proses mudah ,pelunasan juga cpt..",Aku Laku
Pengguna Google,5,2024-09-07 01:43:32,Untuk sekarang masih sangat bagus,Aku Laku
Pengguna Google,5,2024-09-07 01:43:09,Sangat memuaskan sekali.....dan respon cepat,Aku Laku
Pengguna Google,5,2024-09-07 01:39:53,Mantap jaya,Aku Laku
Pengguna Google,5,2024-09-07 01:38:43,puas stlh menggunakan 8thn,Aku Laku
Pengguna Google,5,2024-09-07 01:37:05,"kredit pling mudah&cepat,klu bs tenornya d tambah",Aku Laku
Pengguna Google,5,2024-09-07 01:35:06,Mantul,Aku Laku
Pengguna Google,5,2024-09-07 01:32:25,sangat membantu,Aku Laku
Pengguna Google,5,2024-09-07 01:29:57,Terima Kasih Akulaku Selalu Setia Memudahkan Urusan Ku . Berikan Terus Layanan Kemudahan Terbaik.,Aku Laku
Pengguna Google,5,2024-09-07 01:29:55,Sangat membantuu,Aku Laku
Pengguna Google,5,2024-09-07 01:27:52,Ok Ok Ok,Aku Laku
Pengguna Google,5,2024-09-07 01:19:23,pinjaman terbaik d saat kita butuh dana dadakan maju terus akulaku,Aku Laku
Pengguna Google,5,2024-09-07 01:18:08,Sangat membantu mks,Aku Laku
Pengguna Google,3,2024-09-07 01:15:58,Lumayan lah,Aku Laku
Pengguna Google,5,2024-09-07 01:13:46,very good,Aku Laku
Pengguna Google,5,2024-09-07 01:09:30,Bagus bgt akulaku ðŸ‘ðŸ¼ðŸ‘ðŸ¼ðŸ‘ðŸ¼ðŸ˜Š,Aku Laku
Pengguna Google,5,2024-09-07 01:07:58,Good,Aku Laku
Pengguna Google,5,2024-09-07 01:06:27,paylater tidak bisa digunakan hampir 1 tahun padahal saya bayar tepat waktu.tolong paylater bisa digunkan kembali buat pembelian barang trimaksih,Aku Laku
Pengguna Google,5,2024-09-07 01:04:43,Sangat Membantu Utk Keperluan dari segi Paylater dan Dana Cash..,Aku Laku
Pengguna Google,5,2024-09-07 01:04:16,sangat membantu,Aku Laku
Pengguna Google,5,2024-09-07 01:04:02,nice,Aku Laku
Pengguna Google,5,2024-09-07 01:03:11,Aplikasi yg sngat membantu saya,Aku Laku
Pengguna Google,5,2024-09-07 00:59:22,"Bagus, belum ada 1 Minggu jatuh tempo angsurannya dah di telpni, bagi orang yang sibuk kerja, aplikasi ini sangat mengganggu, limit besar bunga murah",Aku Laku
Pengguna Google,3,2024-09-07 00:54:26,Tenor pinjam pendek,Aku Laku
Pengguna Google,4,2024-09-07 00:50:15,Terima kasih mudah pengajuan pencairan cepat ...,Aku Laku
Pengguna Google,5,2024-09-07 00:47:57,Bagus,Aku Laku
Pengguna Google,5,2024-09-07 00:45:32,Blm jg selesai sih,Aku Laku
Pengguna Google,2,2024-09-07 00:45:28,"Awal nya membantu, setelah saya lunas mo mengajukan lagi kok tidak ada konfirmasi ditolak ato tidak. Tiba2 limit pengajuan saya turun, ini gimana sih. Terus pengajuan saya sebelum nya gimana, kok gak ada kejelasan",Aku Laku
Pengguna Google,5,2024-09-07 00:44:57,Gampang banget cuma pk ktp udah bisa nyicil,Aku Laku
Pengguna Google,5,2024-09-07 00:44:56,ðŸ‘,Aku Laku
Pengguna Google,5,2024-09-07 00:44:19,Tolong lebih bijak dan kerja samanya.. Jangan biarkan costamer jadi kecewa pakai akulaku..tolong diperbaikin lagi,Aku Laku
Pengguna Google,5,2024-09-07 00:43:20,Bagus,Aku Laku
Pengguna Google,1,2024-09-07 00:42:44,"Limit sedikit, tenor pendwk",Aku Laku
Pengguna Google,5,2024-09-07 00:41:58,Bagus,Aku Laku
Pengguna Google,5,2024-09-07 00:40:27,Good,Aku Laku
Pengguna Google,5,2024-09-07 00:32:47,Nice,Aku Laku
Pengguna Google,5,2024-09-07 00:28:11,Terimakasih akulaku karena sudah membantu..semoga selalu sukses,Aku Laku
Pengguna Google,3,2024-09-07 00:24:18,Aplikasi ini sangat keren bisa bikin utang,Aku Laku
Pengguna Google,5,2024-09-07 00:23:13,Aplikasi sangat membantu saat ada kebutuhan mendadak,Aku Laku
Pengguna Google,5,2024-09-07 00:19:26,Mantap..cuman lama prosesnya,Aku Laku
Pengguna Google,5,2024-09-07 00:16:54,"Apk, sangat membantu mudah di gunakan",Aku Laku
Pengguna Google,5,2024-09-07 00:00:18,Proses cepat,Aku Laku
Pengguna Google,5,2024-09-06 23:50:50,Joosss Mantap,Aku Laku
Pengguna Google,5,2024-09-06 23:47:31,Mantap pokoknya,Aku Laku
Pengguna Google,1,2024-09-06 23:45:16,Sudah tidak bisa nyicil,Aku Laku
Pengguna Google,4,2024-09-06 23:43:06,Tdak bisa ajukan pinjaman,Aku Laku
Pengguna Google,5,2024-09-06 23:34:21,Terima kasih sangat membantu sekali,Aku Laku
Pengguna Google,5,2024-09-06 23:34:08,bintang menyala bos qu,Aku Laku
Pengguna Google,1,2024-09-06 23:29:19,"sangat tidak direkomendasikan ke para pengguna paylater. casenya disini saya sudah membayar tagihan paylater tetapi data slik ojk saya masih tetap merah krn msh terlihat di app ini. tidak seperti app lain, bayar paylater langsung dapat surat lunas dan update data slik ojk. mau hubungi susah, hub cs live chat tidak memberikan solusi jalan keluar, justru berbelit! sebulan lebih saya sudah melakukan pembayaran tagihan paylater, data slik ojk saya tidak berubah alias tidak terupdate oleh tim akulaku",Aku Laku
Pengguna Google,5,2024-09-06 23:20:38,RECOMENDED.. ðŸ‘ðŸ‘ðŸ‘,Aku Laku
Pengguna Google,5,2024-09-06 23:09:14,Sangat membantu,Aku Laku
Pengguna Google,1,2024-09-06 23:05:11,"Aplikasi cacat, utk dc lapangan nya gak bertanggung jawab, padahal waktu itu udh bayar. Tapi di riwayat pembayaran gak ada... merugikan pengguna!!!",Aku Laku
Pengguna Google,3,2024-09-06 23:03:29,"Kenapa sekarang akulaku sulit untuk digunakan,",Aku Laku
Pengguna Google,5,2024-09-06 23:02:38,sangat baik,Aku Laku
Pengguna Google,5,2024-09-06 23:01:44,Terima kasih banyak aku laku,Aku Laku
Pengguna Google,5,2024-09-06 23:00:57,God job,Aku Laku
Pengguna Google,5,2024-09-06 22:59:36,Respon cepat saat ada kendala dari laku,Aku Laku
Pengguna Google,2,2024-09-06 22:55:11,Pengajuan sering ditolak,Aku Laku
Pengguna Google,5,2024-09-06 22:49:41,Sangat membantu ketika butuh dana,Aku Laku
Pengguna Google,1,2024-09-06 22:48:41,"haha akulaku ,ribet ,limit kecil",Aku Laku
Pengguna Google,5,2024-09-06 22:37:48,Ok,Aku Laku
Pengguna Google,5,2024-09-06 22:29:12,ðŸ¥°,Aku Laku
Pengguna Google,5,2024-09-06 22:23:30,Mantab,Aku Laku
Pengguna Google,5,2024-09-06 22:22:30,"Aplikasi sangat membantu banget, semoga berkah, terus maju. Dan terus berikan limit yg banyak dan akses yg mudah",Aku Laku
Pengguna Google,5,2024-09-06 22:13:27,Aplikasi yang sangat membantu,Aku Laku
Pengguna Google,5,2024-09-06 21:52:04,Ok,Aku Laku
Pengguna Google,5,2024-09-06 21:47:52,mantP,Aku Laku
Pengguna Google,5,2024-09-06 21:43:09,Rekomended,Aku Laku
Pengguna Google,5,2024-09-06 21:34:36,ðŸ‘ðŸ»,Aku Laku
Pengguna Google,5,2024-09-06 21:26:37,"Tolong lah akulaku,setujuiii pinjaman sy.",Aku Laku
Pengguna Google,5,2024-09-06 21:23:17,Mantap,Aku Laku
Pengguna Google,1,2024-09-06 21:22:22,"ada limit gede tp ngga bisa dipake pdhl ngga prnh telat bayar, kalo mmg ngga bisa ngga usah PHP",Aku Laku
Pengguna Google,1,2024-09-06 21:21:56,"Aplikasi aneh, pinjaman sudah lunas, bayar selalu tepat waktu, boro2 nambah limit, malah GK bisa ngajuin lagi .",Aku Laku
Pengguna Google,5,2024-09-06 21:07:33,Terimakasih sangat membantu,Aku Laku
Pengguna Google,5,2024-09-06 21:04:54,"Akulaku semakin didepan,Kemudahan untuk semua orang",Aku Laku
Pengguna Google,5,2024-09-06 21:03:06,Kren ni aplikasi,Aku Laku
Pengguna Google,5,2024-09-06 20:51:42,Mantap ga ribet,Aku Laku
Pengguna Google,5,2024-09-06 20:36:47,Semoga semakin murah bunga nya,Aku Laku
Pengguna Google,5,2024-09-06 20:31:14,Sangat membantu,Aku Laku
Pengguna Google,5,2024-09-06 20:15:03,Bagus,Aku Laku
Pengguna Google,5,2024-09-06 20:14:12,Ok..top,Aku Laku
Pengguna Google,5,2024-09-06 20:11:27,Mntap,Aku Laku
Pengguna Google,5,2024-09-06 20:05:15,Sangat membantu sekali,Aku Laku
Pengguna Google,5,2024-09-06 20:02:25,Bermanfaat mengatasi kebutuhan mendesak dan pencairan cepat tepat.,Aku Laku
Pengguna Google,5,2024-09-06 20:00:53,Bagus sekali,Aku Laku
Pengguna Google,5,2024-09-06 19:59:24,Apk sangat membantu,Aku Laku
Pengguna Google,5,2024-09-06 19:57:24,Top,Aku Laku
Pengguna Google,5,2024-09-06 19:52:06,Mantap,Aku Laku
Pengguna Google,5,2024-09-06 19:51:00,Bagus,Aku Laku
Pengguna Google,5,2024-09-06 19:40:42,Aplikasinya mantabðŸ‘,Aku Laku
